LAMMPS (3 Mar 2020)
Reading data file ...
  orthogonal box = (0 0 0) to (17.469 17.469 17.469)
  1 by 1 by 1 MPI processor grid
  reading atoms ...
  217 atoms
  read_data CPU = 0.000993892 secs
Reading potential file library.meam with DATE: 2012-06-29
Reading potential file LiSi.meam with DATE: 2020-11-07
1 atoms in group Li
216 atoms in group Si
Neighbor list info ...
  update every 1 steps, delay 10 steps, check yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 6
  ghost atom cutoff = 6
  binsize = 3, bins = 6 6 6
  2 neighbor lists, perpetual/occasional/extra = 2 0 0
  (1) pair meam/c, perpetual
      attributes: full, newton on
      pair build: full/bin/atomonly
      stencil: full/bin/3d
      bin: standard
  (2) pair meam/c, perpetual, half/full from (1)
      attributes: half, newton on
      pair build: halffull/newton
      stencil: none
      bin: none
Setting up Verlet run ...
  Unit style    : metal
  Current step  : 0
  Time step     : 0.003
Per MPI rank memory allocation (min/avg/max) = 8.895 | 8.895 | 8.895 Mbytes
Step Temp E_pair E_mol TotEng Press Volume 
       0         1400   -951.04357            0    -911.9553   -116399.41    5330.9442 
    3200    1474.8372   -958.96018            0   -917.78245    11656.437    4512.2332 
Loop time of 2.33389 on 1 procs for 3200 steps with 217 atoms

Performance: 355.389 ns/day, 0.068 hours/ns, 1371.099 timesteps/s
100.0% CPU use with 1 MPI tasks x no OpenMP threads

MPI task timing breakdown:
Section |  min time  |  avg time  |  max time  |%varavg| %total
---------------------------------------------------------------
Pair    | 2.2735     | 2.2735     | 2.2735     |   0.0 | 97.41
Neigh   | 0.012465   | 0.012465   | 0.012465   |   0.0 |  0.53
Comm    | 0.013779   | 0.013779   | 0.013779   |   0.0 |  0.59
Output  | 2.5918e-05 | 2.5918e-05 | 2.5918e-05 |   0.0 |  0.00
Modify  | 0.029257   | 0.029257   | 0.029257   |   0.0 |  1.25
Other   |            | 0.004893   |            |       |  0.21

Nlocal:    217 ave 217 max 217 min
Histogram: 1 0 0 0 0 0 0 0 0 0
Nghost:    957 ave 957 max 957 min
Histogram: 1 0 0 0 0 0 0 0 0 0
Neighs:    4261 ave 4261 max 4261 min
Histogram: 1 0 0 0 0 0 0 0 0 0
FullNghs:  8522 ave 8522 max 8522 min
Histogram: 1 0 0 0 0 0 0 0 0 0

Total # of neighbors = 8522
Ave neighs/atom = 39.2719
Neighbor list builds = 21
Dangerous builds = 0
Setting up Verlet run ...
  Unit style    : metal
  Current step  : 3200
  Time step     : 0.003
Per MPI rank memory allocation (min/avg/max) = 9.666 | 9.666 | 9.666 Mbytes
Step PotEng KinEng TotEng Temp Press Density c_msdli[4] c_msdsi[4] 
    3200   -958.96018    41.177738   -917.78245    1474.8372    11656.437    2.2351035            0 5.8191617e-32 
    5900   -958.18961      39.6193   -918.57031    1419.0197   -3765.9931    2.1962574  0.065446745   0.10952596 
    6000   -956.60305    36.038323   -920.56473     1290.762    203.33706    2.2019407  0.054706718   0.10143413 
    6100   -951.09656    38.596625   -912.49994    1382.3911   -1422.1461    2.1882104   0.20602562   0.12132662 
    6200   -957.50473    42.738096   -914.76663    1530.7236    -2078.327    2.1961341   0.42711426   0.11491191 
    6300   -957.31232    40.356723   -916.95559    1445.4315     335.1513    2.2065203   0.12388404   0.11331694 
    6400   -954.77437    36.905086   -917.86928    1321.8064    1988.4688    2.2062765  0.068698753   0.11114629 
    6500   -952.20475    42.872121   -909.33263    1535.5239   -6113.0215    2.1738113   0.01915301   0.10046084 
    6600   -952.05106     38.06375   -913.98731    1363.3055    -3605.041    2.1847107      0.12956   0.10778718 
    6700   -955.07778    38.829923   -916.24785     1390.747    3808.1476    2.2094959   0.10451275     0.102144 
    6800   -955.56189    39.557619   -916.00427    1416.8105    8646.7931    2.2182473  0.069186742   0.09734076 
    6900   -951.81261    43.219388   -908.59322    1547.9617    -3035.233    2.1788934   0.27430749   0.11681963 
    7000    -952.8416    37.402469   -915.43914    1339.6208   -5652.3287    2.1770691  0.057646836   0.10301787 
    7100   -954.15711    37.906882   -916.25023     1357.687   -1437.4773    2.1919612  0.081032685   0.10129838 
    7200   -951.66027    41.556197   -910.10407    1488.3923    7859.1791    2.2068684   0.11505769  0.095727566 
    7300   -952.90546    40.497108   -912.40835    1450.4595    5938.0458    2.2060371   0.08940257   0.09905359 
    7400   -956.42167     39.55004   -916.87163     1416.539   -5570.7336    2.1847032   0.09224153   0.10182532 
    7500    -951.4903    36.945715   -914.54459    1323.2615   -5902.4114    2.1757228   0.33119194   0.10601903 
    7600   -952.43684    43.311425   -909.12542    1551.2582    790.69872    2.1909228  0.068370623   0.10181875 
    7700   -955.79985    38.122837   -917.67701    1365.4218    12085.055    2.2286212   0.25970178  0.092034448 
    7800   -952.42533    36.197741   -916.22758    1296.4718    4415.2586    2.2038089   0.08060366   0.10777219 
    7900   -951.21415    37.444832   -913.76932    1341.1381   -6196.9546    2.1738585   0.10257695    0.1054389 
    8000   -952.97309    39.147661   -913.82543    1402.1272    -5813.834    2.1799253   0.11298582   0.11589519 
    8100   -957.65048     37.20826   -920.44222    1332.6649    6270.4956    2.2183788   0.11044119   0.10148702 
    8200   -955.85252    40.777434   -915.07509    1460.4998    6116.4686     2.212563   0.11023667  0.088307299 
    8300   -954.61233     40.60462   -914.00771    1454.3103   -506.06501    2.1966707   0.10682511  0.092383341 
    8400   -958.04775    37.097075   -920.95067    1328.6827   -4370.6502    2.1947923   0.10448154  0.096028331 
    8500   -956.19241    38.471684   -917.72072    1377.9162   -3388.8129    2.1928181   0.10584474  0.099655818 
    8600   -954.47841    40.676466   -913.80195    1456.8835    3884.3308     2.202124  0.029105375   0.10794966 
    8700   -953.76629    36.795829   -916.97047    1317.8931    7124.5341    2.2135507 0.0084444109   0.10036155 
    8800   -960.27983    38.605812   -921.67402    1382.7202   -953.51552    2.2090548  0.071391897  0.088559791 
    8900   -952.78588    39.316726   -913.46915    1408.1826   -6299.9245    2.1773556  0.022073623   0.10382234 
    9000   -953.47749    38.098232   -915.37926    1364.5405   -3086.8305    2.1872021  0.044109259  0.098741686 
    9100   -954.09915    35.619904   -918.47925    1275.7758    6163.3259     2.214667  0.066755478  0.099025312 
    9200   -952.19694    40.973683   -911.22326    1467.5287    10021.431    2.2158004   0.23258487   0.10081228 
    9300   -951.87428    39.452579    -912.4217    1413.0483    4509.7377    2.2008659   0.17515536  0.093498948 
    9400   -953.17459    36.496006   -916.67859    1307.1546   -6990.6303    2.1758373  0.078978665  0.090007069 
    9500   -952.61655    37.939778   -914.67678    1358.8652   -9148.1592     2.171822  0.074005498  0.097486761 
    9600   -952.24215    43.275349    -908.9668    1549.9661    1516.4989    2.1956304   0.12693085   0.10039275 
    9700   -955.70736     40.51075   -915.19661    1450.9482    12393.998    2.2328855   0.11593446  0.097756577 
    9800   -956.38993    40.029604   -916.36032    1433.7153    4504.6972    2.2111856   0.07759166  0.092937551 
    9900    -952.0695    42.400749   -909.66875    1518.6411     -11470.6    2.1623299  0.086948957   0.10281932 
   10000   -952.68445    39.155979   -913.52847    1402.4252   -9841.6638    2.1714026  0.054143749   0.10875604 
   10100   -955.07318    38.579428   -916.49375    1381.7752    55.504368    2.2011193  0.055269481  0.092225901 
   10200   -953.46866     39.58351   -913.88515    1417.7378    5819.3192    2.2096641   0.13858525   0.10303431 
   10300   -947.78347    39.267749   -908.51572    1406.4284    2890.0009     2.190951   0.20953929   0.11346903 
   10400   -951.95484     34.88399   -917.07085     1249.418    2301.4291    2.1979654   0.13675187  0.095767681 
   10500   -956.89333    40.617913   -916.27541    1454.7863   -6447.2709    2.1857846  0.078130213  0.091937049 
   10600   -954.84168    41.128833   -913.71285    1473.0856   -3497.2233    2.1896529 0.0061258212  0.082960319 
   10700   -953.15429    39.560547   -913.59375    1416.9153    3745.7107    2.2014622  0.079462547  0.095744962 
   10800   -958.41912    37.913029   -920.50609    1357.9072    6274.4867    2.2202211   0.34031791  0.085135875 
   10900   -956.45839    40.514654   -915.94374     1451.088    565.40332      2.20103  0.094748784  0.094592054 
   11000   -953.53793    39.563245   -913.97468     1417.012   -6171.7566    2.1797585   0.17771023   0.10057984 
   11100   -954.71558    36.548926   -918.16666      1309.05   -5321.3562    2.1846857  0.055873596   0.08975222 
   11200   -958.39313    38.607593   -919.78554     1382.784    831.18417     2.208539   0.11998691  0.092445226 
   11300   -956.24563    42.531659   -913.71397    1523.3298    8274.8305    2.2207082   0.12224521  0.097620614 
   11400   -956.50394    41.005229   -915.49871    1468.6586    3129.2703    2.2082019  0.082170195   0.10603467 
   11500   -958.86283    36.743947   -922.11889    1316.0349   -11545.633    2.1821103   0.10256495  0.097495606 
   11600   -952.59549    37.307983   -915.28751    1336.2366   -9010.9122    2.1705761   0.09424855  0.097574405 
   11700   -954.48661    40.508514   -913.97809    1450.8681     4198.117    2.2084891  0.059798951  0.088334676 
   11800   -954.42098    37.497976   -916.92301    1343.0415     10138.21    2.2242558   0.14041175   0.10493489 
   11900   -959.89432    40.265811   -919.62851    1442.1753   -1806.7642    2.2046876  0.068637446  0.096869877 
   12000    -952.1411    41.664002   -910.47709    1492.2535   -8940.3286    2.1682849  0.045712657   0.10766643 
   12100   -954.38649    40.281819   -914.10467    1442.7487   -2736.8261    2.1881324  0.092419419  0.090165227 
   12200   -954.49632    37.897225   -916.59909    1357.3412    4443.0997    2.2075158   0.11838797  0.096895151 
   12300   -957.15711    41.246133   -915.91098    1477.2869    3251.6493    2.2098563   0.21333348  0.092781233 
   12400   -952.28545    43.153889   -909.13156    1545.6158   -3844.3633    2.1792788   0.14956823   0.10518277 
   12500   -953.55409    37.779198    -915.7749    1353.1139   -5365.4286    2.1826056  0.013572445   0.10876814 
   12600   -956.57508    40.434138   -916.14094    1448.2042   -1696.8091    2.1957004  0.076985035  0.097030214 
   12700   -952.71559    43.428432   -909.28715    1555.4489    5794.2993    2.2021509  0.024460656   0.10476984 
   12800   -954.23461    40.522868   -913.71174    1451.3822    4577.1106    2.2033201  0.071821735  0.096025959 
   12900   -955.62333    38.684122   -916.93921     1385.525   -6861.9457    2.1812315   0.10874463  0.090826646 
   13000   -950.92967    37.408512   -913.52116    1339.8372   -7168.0687    2.1716439  0.013438029   0.10332554 
   13100   -950.55679    41.607137   -908.94966    1490.2168    685.70571    2.1896919   0.19072156   0.10553102 
   13200   -955.65935    37.833326   -917.82602    1355.0525    13853.388    2.2357975   0.14679739   0.10120079 
   13300   -953.96413    38.038204   -915.92593    1362.3905    2607.7652    2.2030711  0.026322518  0.089598487 
   13400   -953.62147    39.467722   -914.15374    1413.5907   -10820.417    2.1661603   0.10975208   0.10052737 
   13500   -950.75818    37.446931   -913.31124    1341.2133   -4487.8289    2.1763889   0.18933318  0.097527075 
   13600   -958.61801    37.108547   -921.50946    1329.0936    6335.1184    2.2217006  0.036716344  0.097727922 
   13700   -953.86453    37.436793   -916.42774    1340.8501    6765.3405     2.211784  0.014416914   0.10698835 
   13800   -956.09607    41.970826   -914.12525    1503.2428   -2560.7707    2.1914625  0.055840249  0.093568251 
   13900   -954.31034    38.672129   -915.63821    1385.0954   -4691.0378    2.1839389   0.16276328   0.10629768 
   14000   -958.34373    37.052552   -921.29118     1327.088   -1423.6619    2.2048449   0.16426884   0.10193085 
   14100   -956.77756    41.940586   -914.83697    1502.1597    2070.8348    2.2070762  0.071468428   0.11435477 
   14200   -954.26076    39.664291   -914.59647    1420.6311    2052.5495    2.2032414  0.020455102   0.10801755 
   14300   -956.87144      35.6404   -921.23104    1276.5099    -760.4605    2.2007379  0.097889015     0.100593 
   14400   -953.04556    35.862765    -917.1828    1284.4742   -4426.4618    2.1873617  0.054191521   0.11197702 
   14500   -954.85517    40.637717   -914.21745    1455.4957   -1183.4947    2.1956275  0.038740866   0.10813469 
   14600   -957.06176    40.631392   -916.43037    1455.2691    3663.9191    2.2125685   0.11136764   0.10211248 
   14700   -958.94574    37.268668   -921.67707    1334.8285    3307.7456    2.2160039   0.12830033   0.10231256 
   14800   -952.82777    39.722587   -913.10518     1422.719   -7871.4394     2.173714  0.032924091     0.115694 
   14900   -954.41221    39.905577   -914.50663     1429.273   -6901.8779    2.1786579  0.076262288   0.10250358 
   15000   -955.95949    39.453352   -916.50614     1413.076    5087.3475    2.2109351  0.045326183   0.10041164 
   15100   -956.85423    36.714824    -920.1394    1314.9919    13417.683    2.2353001   0.06714954  0.091309699 
   15200   -951.84706    40.324012   -911.52305    1444.2599    -1686.846    2.1848719  0.053001785  0.099671586 
   15300   -950.97712     37.49303   -913.48409    1342.8644   -9837.6841    2.1640963  0.083393124   0.11549231 
   15400   -955.70315    39.432849    -916.2703    1412.3416   -6405.8828    2.1828931  0.059662649  0.087045086 
   15500   -956.34674    40.491588   -915.85515    1450.2618     7936.721    2.2171789  0.059836222  0.096967756 
   15600   -952.45681    44.740974   -907.71584    1602.4594    4569.2005    2.1989957   0.05958875   0.10494286 
   15700   -954.55414     40.00224    -914.5519    1432.7352   -1352.5611    2.1894136  0.099161281  0.097337547 
   15800   -954.03993     38.13501   -915.90492    1365.8578   -6771.0659     2.176707    0.7084931   0.10983416 
   15900   -950.19689    40.707052   -909.48984     1457.979   -149.09589     2.179426   0.73631083   0.11851624 
   16000    -952.8126    38.038782   -914.77381    1362.4112    2671.6273    2.1980408   0.55093728   0.10909716 
   16100   -954.57603    37.973888   -916.60214     1360.087    3152.3695    2.2029923   0.15004562  0.092242352 
   16200    -955.6186    42.622353   -912.99625    1526.5781   -2694.1636     2.189443  0.023183413  0.099214188 
   16300   -949.70523    39.435063   -910.27017    1412.4209   -1561.9955      2.18052   0.02173124  0.094003837 
   16400   -955.84305    37.405974   -918.43708    1339.7463    3418.3795    2.2091684   0.09386228   0.09615079 
   16500   -954.94984    39.745432   -915.20441    1423.5373    4767.3082    2.2077059   0.16337825  0.092093347 
   16600   -952.07267    39.354251   -912.71842    1409.5265    375.20809    2.1942771   0.27438067  0.092958954 
   16700   -957.15426    37.401096   -919.75316    1339.5716   -5225.7624    2.1905713  0.062775731  0.097901394 
   16800   -957.41675    38.887534   -918.52922    1392.8104   -7455.1096    2.1860192  0.035006875  0.094033135 
   16900   -952.78965     38.83554   -913.95411    1390.9482    3026.8759    2.2020712  0.045819782   0.11069116 
   17000   -953.05152    37.792418    -915.2591    1353.5874    9664.5678     2.219249   0.18015126   0.10433241 
   17100   -957.62508    36.154476   -921.47061    1294.9222    4080.0874    2.2161357  0.097397973  0.096818869 
   17200   -953.47336    39.219543   -914.25382    1404.7018   -10291.882    2.1707678  0.083847317   0.10762499 
   17300   -956.30789    41.333128   -914.97476    1480.4028   -11165.815    2.1689266   0.15226284   0.10382018 
   17400   -954.96656     35.33857   -919.62799    1265.6994    6395.6855    2.2142772  0.086851834  0.090115411 
   17500   -957.92388    41.566986    -916.3569    1488.7787    16743.145    2.2426465   0.07938785  0.083285529 
   17600   -952.96849    40.139858   -912.82864    1437.6641    4282.2081    2.2010149   0.14553103   0.09245482 
   17700   -953.29878    35.938509   -917.36027     1287.187   -10658.117    2.1666476   0.26073798   0.09108148 
   17800   -954.93726    39.837673   -915.09959     1426.841   -6668.6036    2.1796406   0.19495361  0.097607048 
   17900   -954.18944    44.105843    -910.0836    1579.7114   -971.10111    2.1909135   0.12620909  0.098060273 
   18000   -952.04326    35.737929   -916.30533     1280.003    6433.0593    2.2109772  0.038023573   0.09891611 
   18100   -955.30578    39.143202   -916.16258    1401.9675    1536.3091    2.2006996  0.062412346  0.098632139 
   18200   -952.20861    43.148533   -909.06008     1545.424   -6445.6261    2.1740015  0.088620975    0.1023752 
   18300   -952.67907    35.719224   -916.95985    1279.3331    85.647796    2.1947725   0.18042482   0.10036702 
   18400   -955.81182    39.490638   -916.32118    1414.4114    1810.2629    2.2025224   0.03028819   0.08826441 
   18500   -953.36875    41.501065   -911.86769    1486.4176    949.27805    2.1981848  0.048237477   0.09526054 
   18600   -951.99214    37.130144     -914.862    1329.8671   -839.62688    2.1924124   0.20916499  0.094840392 
   18700   -954.47016    36.107174   -918.36298     1293.228   -3719.5251    2.1905674  0.063183067   0.09315505 
   18800   -952.14752    37.959034   -914.18849    1359.5549    1644.1363    2.1971018  0.019729599  0.099499648 
   18900   -953.94392    41.063461   -912.88046    1470.7443    6479.0699    2.2116903  0.019999855  0.095203727 
   19000   -957.44824    36.909252   -920.53899    1321.9555    5283.4504    2.2183865   0.11800864   0.08255096 
   19100   -953.84183    38.675998   -915.16583     1385.234   -6047.6346    2.1808967   0.29946191   0.10090339 
   19200   -953.61268    39.723123   -913.88956    1422.7382   -8971.0528    2.1719264   0.25036092   0.10044406 
   19300   -957.03617    36.754969    -920.2812    1316.4297    2069.3191    2.2089087  0.078242882  0.094720352 
   19400   -958.40541     41.65548   -916.74993    1491.9482    9278.5781    2.2298673  0.013489619  0.099631994 
   19500   -951.80552    38.870278   -912.93524    1392.1924    7055.5719    2.2108237  0.021393012   0.10651074 
   19600    -954.9712    37.017809   -917.95339    1325.8437   -7840.6121    2.1803159   0.14653237    0.1124144 
   19700   -956.20036    38.499561    -917.7008    1378.9147   -11329.102    2.1768914  0.068636547   0.10851698 
   19800   -952.30791    40.469548   -911.83836    1449.4725    795.11961     2.194054  0.099408911   0.10986842 
   19900   -957.64693    41.916441   -915.73049    1501.2949    5357.8829    2.2152197  0.022085726  0.095902527 
   20000   -955.93608    37.703044   -918.23304    1350.3863    2270.2555    2.2063707   0.04436413   0.10562847 
   20100   -947.94249     38.17782   -909.76467    1367.3911    -2641.717     2.175823   0.12044157   0.10849613 
   20200   -951.35534    35.881934   -915.47341    1285.1608   -347.69117    2.1926527  0.043198067   0.10680952 
   20300   -955.28275    38.179891   -917.10286    1367.4652    1712.1999    2.2047783  0.017058357   0.10478623 
   20400     -952.969    42.770652   -910.19835    1531.8897    675.45128    2.1956479  0.075932834   0.11600676 
   20500   -953.42442    38.204254   -915.22017    1368.3378    1762.2946    2.2011314  0.072824045   0.11150699 
   20600   -955.17713    37.760572   -917.41655    1352.4467   -3135.5361      2.19405  0.042246674   0.10313299 
   20700   -953.73535    41.787046    -911.9483    1496.6604   -4076.2316    2.1846832  0.027285235   0.10620797 
   20800   -953.96637    39.563691   -914.40268    1417.0279   -43.719103    2.1972637  0.042440952   0.11428361 
   20900   -954.76378    36.526505   -918.23728     1308.247    5572.9056    2.2122565  0.053587265   0.10307494 
   21000   -954.21656    41.041485   -913.17507    1469.9571    2471.1892    2.2028642   0.43444348    0.1061848 
   21100   -954.57812    39.912695   -914.66542     1429.528    -3414.123    2.1880716   0.12876074     0.101082 
   21200    -956.3553    36.050009   -920.30529    1291.1806   -8682.7741    2.1842536  0.021055057   0.10415276 
   21300   -955.77826    41.459899   -914.31836    1484.9432   -846.80813    2.1961461  0.017966905   0.10657305 
   21400   -953.76265    40.516444   -913.24621    1451.1521    13053.971    2.2265754  0.072214154   0.10313738 
   21500   -957.44638    37.338726   -920.10766    1337.3377    8101.6429    2.2253899    0.1491988  0.096083267 
   21600   -951.13719    37.874267   -913.26292    1356.5189   -9212.3208    2.1689843   0.13092254   0.11139775 
   21700   -955.00107    41.008422   -913.99265     1468.773   -13197.721    2.1658101   0.04093512   0.10731314 
   21800   -957.35561    39.036856   -918.31876    1398.1586    856.13654    2.2066525  0.093859558   0.10124536 
   21900   -952.39134    36.858997   -915.53234    1320.1556    11656.096    2.2243884  0.017354834   0.11367326 
   22000   -954.12322    42.508553   -911.61467    1522.5022    593.79021    2.1984177  0.058275382   0.11349632 
   22100   -956.35438     39.02616   -917.32822    1397.7755   -5832.2696    2.1862311  0.014015322  0.096503155 
   22200   -954.18379    38.621998   -915.56179    1383.2999   -5280.4487    2.1851113  0.020662671   0.10659518 
   22300   -950.67646    40.866501   -909.80996    1463.6899    1958.2771    2.1921078  0.017849115   0.10895923 
   22400   -958.64264    41.814988   -916.82765    1497.6612    3676.4748    2.2135175   0.11280186   0.10199637 
   22500   -954.06737     38.51799   -915.54938    1379.5747    3794.0199    2.2073114   0.04227268   0.10450668 
   22600   -949.62363    39.770663   -909.85296    1424.4409   -2604.1068    2.1799779  0.020641178   0.10421694 
   22700   -952.53912    34.375685   -918.16343    1231.2124   -1070.2163    2.1934158  0.051683987  0.099046725 
   22800   -952.72179    36.621887    -916.0999    1311.6632    1021.6862    2.2000387  0.058565189   0.11015546 
   22900   -949.92164    38.296871   -911.62477     1371.655     4811.908    2.1991541  0.071052009  0.099266697 
   23000   -955.79087     36.82488     -918.966    1318.9336      3175.91    2.2088372  0.032849764  0.098821033 
   23100    -955.3832    37.864836   -917.51837    1356.1811   -5359.0677    2.1874082  0.022870641   0.10068803 
   23200   -954.99558    41.485519   -913.51006    1485.8608   -9055.0727    2.1774714  0.017999158   0.10680135 
   23300   -954.20743    36.824746   -917.38268    1318.9289    6819.4086      2.21508   0.11053943   0.10761822 
   23400   -956.93088    38.112088   -918.81879    1365.0368    13146.373    2.2389603  0.059799384  0.094024308 
   23500    -954.8283    42.152991   -912.67531    1509.7673    730.18358    2.2004407  0.060270945   0.10108891 
   23600   -956.74135    40.708276   -916.03307    1458.0228   -13700.494    2.1679493  0.046122062  0.094469693 
   23700   -957.83029    37.766594    -920.0637    1352.6624   -9532.2772    2.1815081  0.087012971  0.097574781 
   23800   -950.74354    38.497997   -912.24554    1378.8586    5273.2152     2.203215   0.15539308   0.11529906 
   23900   -951.04611    37.109302   -913.93681    1329.1206    10616.715    2.2217573   0.42393119  0.095229475 
   24000   -957.72281    39.119668   -918.60315    1401.1246    1436.1174    2.2105314  0.036433137  0.093341088 
   24100   -951.09477    40.004961   -911.08981    1432.8326   -6388.0294    2.1770554  0.019363365   0.10581474 
   24200   -952.97692    39.750433   -913.22649    1423.7163   -5044.7387    2.1842654   0.14267448  0.098189975 
   24300   -955.15034    38.070957   -917.07938    1363.5636    1960.9388     2.206801   0.21072328   0.10295605 
   24400   -953.59637    39.944339   -913.65204    1430.6614    5397.1028    2.2079202   0.14885414  0.096985626 
   24500   -954.93702    44.512065   -910.42495    1594.2607   -3054.0283    2.1873535    0.1343737  0.095182614 
   24600   -954.84376    37.514676   -917.32909    1343.6396   -4599.8645    2.1882484  0.039267966  0.094976491 
   24700   -955.56577    40.668602   -914.89716    1456.6018   -1483.1134    2.1933217  0.022261636  0.099787325 
   24800   -951.30222    41.999518    -909.3027    1504.2704    4031.4302    2.1987651   0.17080579    0.1047004 
