LAMMPS (3 Mar 2020)
Reading data file ...
  orthogonal box = (0 0 0) to (17.469 17.469 17.469)
  1 by 1 by 1 MPI processor grid
  reading atoms ...
  217 atoms
  read_data CPU = 0.000966386 secs
Reading potential file library.meam with DATE: 2012-06-29
Reading potential file LiSi.meam with DATE: 2020-11-07
1 atoms in group Li
216 atoms in group Si
Neighbor list info ...
  update every 1 steps, delay 10 steps, check yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 6
  ghost atom cutoff = 6
  binsize = 3, bins = 6 6 6
  2 neighbor lists, perpetual/occasional/extra = 2 0 0
  (1) pair meam/c, perpetual
      attributes: full, newton on
      pair build: full/bin/atomonly
      stencil: full/bin/3d
      bin: standard
  (2) pair meam/c, perpetual, half/full from (1)
      attributes: half, newton on
      pair build: halffull/newton
      stencil: none
      bin: none
Setting up Verlet run ...
  Unit style    : metal
  Current step  : 0
  Time step     : 0.003
Per MPI rank memory allocation (min/avg/max) = 8.895 | 8.895 | 8.895 Mbytes
Step Temp E_pair E_mol TotEng Press Volume 
       0         1400   -951.04357            0    -911.9553   -116399.41    5330.9442 
    3200    1330.7743   -957.95417            0    -920.7987    9307.1574    4528.6787 
Loop time of 2.30398 on 1 procs for 3200 steps with 217 atoms

Performance: 360.003 ns/day, 0.067 hours/ns, 1388.902 timesteps/s
100.0% CPU use with 1 MPI tasks x no OpenMP threads

MPI task timing breakdown:
Section |  min time  |  avg time  |  max time  |%varavg| %total
---------------------------------------------------------------
Pair    | 2.2545     | 2.2545     | 2.2545     |   0.0 | 97.85
Neigh   | 0.0023818  | 0.0023818  | 0.0023818  |   0.0 |  0.10
Comm    | 0.013707   | 0.013707   | 0.013707   |   0.0 |  0.59
Output  | 2.5068e-05 | 2.5068e-05 | 2.5068e-05 |   0.0 |  0.00
Modify  | 0.028784   | 0.028784   | 0.028784   |   0.0 |  1.25
Other   |            | 0.004576   |            |       |  0.20

Nlocal:    217 ave 217 max 217 min
Histogram: 1 0 0 0 0 0 0 0 0 0
Nghost:    957 ave 957 max 957 min
Histogram: 1 0 0 0 0 0 0 0 0 0
Neighs:    4087 ave 4087 max 4087 min
Histogram: 1 0 0 0 0 0 0 0 0 0
FullNghs:  8174 ave 8174 max 8174 min
Histogram: 1 0 0 0 0 0 0 0 0 0

Total # of neighbors = 8174
Ave neighs/atom = 37.6682
Neighbor list builds = 4
Dangerous builds = 0
Setting up Verlet run ...
  Unit style    : metal
  Current step  : 3200
  Time step     : 0.003
Per MPI rank memory allocation (min/avg/max) = 9.666 | 9.666 | 9.666 Mbytes
Step PotEng KinEng TotEng Temp Press Density c_msdli[4] c_msdsi[4] 
    3200   -957.95417    37.155473    -920.7987    1330.7743    9307.1574    2.2269869            0 6.3042107e-32 
    7100   -952.43382    38.185491   -914.24833    1367.6658    6342.0332    2.2114896  0.091999504   0.10285879 
    7200   -955.19411    37.060339   -918.13377     1327.367   -112.48239     2.199872   0.00365938  0.097235308 
    7300   -960.27047      37.7254   -922.54506     1351.187   -7025.2919    2.1912472  0.061437846  0.081259152 
    7400   -955.20449    40.479982   -914.72451    1449.8462   -7125.7203    2.1793344  0.078910884  0.087637179 
    7500   -952.79907    37.793287   -915.00578    1353.6185    4313.2237    2.2056209   0.18485901  0.090501323 
    7600   -956.08041    38.632448   -917.44796    1383.6742    7852.0523      2.22191  0.070460158  0.087347501 
    7700   -957.25911    33.573052   -923.68606     1202.465    1117.3783    2.2112828   0.23500119  0.087061457 
    7800   -956.96345    35.795956   -921.16749    1282.0813   -10485.678    2.1782422  0.098367835  0.082448187 
    7900   -955.61993    38.195262   -917.42467    1368.0158   -4990.2207    2.1868362   0.25416081  0.083673604 
    8000    -955.1457    40.015156   -915.13054    1433.1978    9859.6673    2.2238808  0.065411816  0.092730822 
    8100   -955.05093    41.656885   -913.39405    1491.9985    12429.304    2.2270018  0.089911636  0.080240465 
    8200   -948.61712    41.370402   -907.24672    1481.7378    -2929.667    2.1749422  0.025441463   0.10119858 
    8300   -951.70746     40.38199   -911.32548    1446.3364   -14846.615    2.1527345  0.057055249  0.094197915 
    8400   -954.72912    39.750971   -914.97815    1423.7356    -4518.315    2.1827431  0.019009441  0.085632411 
    8500   -951.40653    36.258677   -915.14785    1298.6543    9007.1358    2.2131657   0.16062937   0.09797888 
    8600   -957.07906    40.001618   -917.07744    1432.7129      5128.51    2.2149242  0.070297445  0.078631264 
    8700   -959.81877    34.549168    -925.2696    1237.4259   -39.872565    2.2103821   0.21357265  0.080931319 
    8800   -954.48906     35.84925   -918.63981    1283.9901   -7149.6217     2.182351   0.10862293  0.092587891 
    8900   -954.72625    38.873545    -915.8527    1392.3094   -3695.7595    2.1880007  0.060920237  0.089808545 
    9000   -954.91137    41.360134   -913.55123      1481.37    5077.8465     2.205474 0.0054131511  0.088683169 
    9100   -956.36064    37.145683   -919.21495    1330.4237    4256.8439    2.2127468   0.15099021  0.084480116 
    9200   -959.69857    39.897147   -919.80142    1428.9711   -5165.4618    2.1938382   0.17045295  0.081791738 
    9300   -957.13757    41.986511   -915.15106    1503.8045   -6748.4802    2.1825528  0.075651758  0.092428458 
    9400   -951.22746    36.906405   -914.32106    1321.8536    1342.3211    2.1955836  0.053289238   0.10315035 
    9500   -957.44946    35.531534   -921.91792    1272.6107    7966.3258    2.2232734   0.02066468  0.094246945 
    9600   -956.80949    40.651346   -916.15814    1455.9838    801.17588    2.2010901    0.1570234  0.085647782 
    9700   -951.78068    37.238205   -914.54248    1333.7374   -4327.1488    2.1820767   0.14203203   0.10446205 
    9800   -955.12191    38.487758   -916.63415    1378.4919   -6979.9725    2.1819559   0.19117182  0.093624556 
    9900   -958.71524    35.639483   -923.07576     1276.477    4445.5591    2.2162548   0.10956615  0.079328579 
   10000   -953.18547    38.184044   -915.00143     1367.614    9168.3609    2.2193593  0.074534565  0.099037375 
   10100   -952.28642    37.602758   -914.68366    1346.7944     5318.313    2.2046935   0.33405183  0.099307425 
   10200   -955.10942    38.339406   -916.77001    1373.1785   -9697.2439    2.1749102   0.26410311  0.090336454 
   10300   -958.74884    35.859758   -922.88908    1284.3665   -10731.125    2.1799226   0.06333822  0.091603127 
   10400   -958.25541    39.860016   -918.39539    1427.6412    2452.4359    2.2110394  0.085131005  0.090641429 
   10500   -953.09247    38.685119   -914.40735    1385.5607    15372.738    2.2325102 0.0045675108  0.090382735 
   10600    -950.7536    35.435802    -915.3178    1269.1819     6393.539     2.202513   0.21416355  0.098402782 
   10700   -953.80699    39.572109   -914.23488    1417.3294   -8963.1891    2.1712673  0.041555498   0.10431599 
   10800   -947.52175    41.896235   -905.62552    1500.5712   -6978.1862    2.1603103   0.22327453   0.10827855 
   10900   -956.64506    43.309556   -913.33551    1551.1913    1862.5345    2.2024357  0.077256307  0.083862496 
   11000   -957.03855     41.64256   -915.39599    1491.4855    6415.3446    2.2130224   0.21607199  0.088887992 
   11100   -958.30777    41.432757   -916.87501    1483.9711   -1554.4325    2.1999696  0.037940763  0.093134598 
   11200   -948.21385    40.228801   -907.98505    1440.8498   -4437.6437    2.1727273   0.17766293   0.11421454 
   11300    -951.6411    38.798108   -912.84299    1389.6075   -357.42166    2.1915065   0.15493427  0.098261812 
   11400   -954.42621     38.64849   -915.77772    1384.2488     4042.651    2.2065976 0.0068778069  0.088943725 
   11500   -955.40695    39.539944     -915.867    1416.1774    2398.2506    2.2032977  0.083038847  0.092336045 
   11600   -949.87277    42.649579   -907.22319    1527.5533   -4391.9737    2.1719074  0.016541901   0.10773327 
   11700   -955.92066    41.199299   -914.72136    1475.6095   -3696.4813    2.1891717  0.026383223  0.098953085 
   11800   -952.90067    36.785582   -916.11508    1317.5261    2839.4902    2.2028447   0.21969657   0.10710306 
   11900   -950.60886    37.362681   -913.24618    1338.1957    7531.0426    2.2067804   0.17220698   0.10282452 
   12000   -948.16822     40.68006   -907.48816    1457.0122    2876.0155    2.1864515  0.067039901   0.10670147 
   12100   -953.56669    37.426035   -916.14065    1340.4648   -4749.6104    2.1847109  0.035699862   0.10216228 
   12200   -953.30306    37.462122   -915.84094    1341.7574    -2289.256    2.1907859  0.047918548     0.097663 
   12300   -954.81472    42.058132   -912.75659    1506.3697    3972.0526    2.2079015   0.16165391  0.088104537 
   12400   -952.68658    47.181093   -905.50548    1689.8556    5785.3249    2.2036098  0.047329223   0.10508759 
   12500   -955.16021    40.637993   -914.52222    1455.5055   -625.66903     2.199348  0.016127501   0.10459256 
   12600    -953.9242    38.387934   -915.53626    1374.9166   -10658.525    2.1708213   0.10247043   0.10325143 
   12700   -953.41424    38.424742    -914.9895    1376.2349   -6513.1636    2.1781302  0.034565885   0.10486507 
   12800   -955.09854    34.656443   -920.44209    1241.2681    6491.7647    2.2162932  0.041343068  0.095890743 
   12900   -959.00397    38.382665    -920.6213    1374.7279     8562.948    2.2297265  0.054154058   0.10163447 
   13000   -956.33062    40.771991   -915.55863    1460.3049    1828.2071    2.2049363   0.15398725   0.10223017 
   13100   -955.16423    40.322601   -914.84163    1444.2093   -8995.0851    2.1778325  0.070533196   0.10042081 
   13200   -956.15616    38.590707   -917.56545    1382.1792   -7154.4587    2.1801191 0.0070504366  0.095567859 
   13300   -957.05949     35.85139    -921.2081    1284.0668    4276.8881     2.215592  0.078944472  0.084353762 
   13400   -954.88361    40.228656   -914.65496    1440.8446     6516.387    2.2165865  0.027290812  0.091861417 
   13500     -952.221    37.159939   -915.06106    1330.9343    2297.7308     2.199634   0.15199763  0.095422914 
   13600   -956.18776    35.816883   -920.37087    1282.8309   -3989.1439    2.1921496  0.091028177  0.096068802 
   13700   -958.12403    38.544371   -919.57966    1380.5196   -2995.4559    2.1980543   0.03046773  0.090641682 
   13800   -954.66441    40.137454   -914.52695    1437.5781    2091.1308    2.2019288  0.065401228  0.093339368 
   13900   -955.84658    40.345689   -915.50089    1445.0363    2117.9062    2.2013307   0.12339787  0.085527758 
   14000   -958.46477     37.72705   -920.73772    1351.2461   -3201.7799     2.198731   0.10859715  0.091562819 
   14100   -959.49107    39.133071     -920.358    1401.6047   -2710.6029    2.2015787   0.05030187  0.081307838 
   14200    -953.5492    38.538296   -915.01091     1380.302     1642.619    2.1991867    0.2269685  0.090224576 
   14300   -957.07168    41.835852   -915.23582    1498.4085   -410.50167     2.198337   0.10341401  0.088538108 
   14400    -952.0419      34.2425   -917.79939    1226.4422    378.35597    2.1956101  0.021021354  0.091361049 
   14500   -958.52766     35.14904   -923.37862    1258.9112    34.540426    2.2084172    0.0198661  0.086590117 
   14600   -953.99373    37.850099   -916.14363    1355.6533    2452.8016    2.2029654   0.02146779   0.08950376 
   14700   -956.05296    41.346186   -914.70677    1480.8705   -489.81447    2.1984185  0.056138469  0.089250559 
   14800   -951.21948    35.545019   -915.67446    1273.0937    452.53544    2.1926704  0.096854578  0.094093121 
   14900    -958.4239     35.40697   -923.01693    1268.1493   -676.92805    2.2067282  0.034791921  0.095682989 
   15000   -954.70477    38.530579   -916.17419    1380.0256   -397.90835    2.2011605  0.058464003  0.099015591 
   15100   -956.16867    41.751896   -914.41678    1495.4015    1844.1722    2.2036015  0.060478439  0.093646359 
   15200   -957.31932    39.898125   -917.42119    1429.0061    -1047.794    2.2014727    0.1713704  0.092747674 
   15300   -959.20114    36.899745   -922.30139     1321.615   -1942.5013    2.2036079  0.052087181  0.081326166 
   15400   -952.85533    37.675162   -915.18017    1349.3877   -1521.1682    2.1923063   0.18382587  0.093412932 
   15500   -951.13127     36.29345   -914.83782    1299.8998    3566.4644    2.1998921  0.013734392  0.094429471 
   15600   -954.94689    35.680571   -919.26632    1277.9487    2523.1062    2.2111114    0.2551033  0.099355577 
   15700   -957.71074    36.188933   -921.52181    1296.1563    1754.5377     2.210398  0.018414676  0.084698757 
   15800   -954.53431    39.675341   -914.85897    1421.0268   -3835.1064    2.1860153  0.035800307  0.088992368 
   15900   -952.34237    37.067958   -915.27441    1327.6398   -2380.3187    2.1878109 0.0072924374  0.093883432 
   16000   -959.68134    40.721431   -918.95991     1458.494    1745.3874    2.2104606  0.085517176  0.091439764 
   16100    -957.9481    35.656754   -922.29135    1277.0956     10534.83    2.2329582   0.08091159  0.093859891 
   16200   -954.59009    39.777122   -914.81297    1424.6722   -2.6109285    2.1983527  0.096743855  0.096828647 
   16300   -955.95757    40.804002   -915.15357    1461.4514   -12263.573    2.1681727   0.11376083   0.10089705 
   16400   -953.49224    38.203367   -915.28887    1368.3061   -7128.0709    2.1767914   0.29599706  0.095812332 
   16500   -958.73038    34.927787   -923.80259    1250.9867    8293.8498    2.2313434  0.025912997   0.08924147 
   16600   -955.53846    38.122486   -917.41597    1365.4092    8688.2904    2.2223186   0.12717089  0.089844723 
   16700   -954.45459    39.495911   -914.95868    1414.6003   -2020.6141     2.192191     0.180473  0.083677278 
   16800   -956.08506     41.05801   -915.02705     1470.549   -8655.7889    2.1797676   0.13331079  0.083068544 
   16900   -957.40803    34.429858   -922.97817    1233.1526    -270.5174     2.204491  0.041136885  0.089595779 
   17000    -955.0966    37.988067   -917.10854    1360.5948    1661.5232    2.2055023  0.080117425   0.09498256 
   17100   -955.40834    40.956045    -914.4523     1466.897     2521.192    2.2063991  0.062436557  0.088218638 
   17200   -953.79563     36.74958   -917.04605    1316.2367    485.12581    2.1991487  0.049202111  0.090226859 
   17300   -956.82065    33.715949    -923.1047     1207.583    136.25753    2.2055463   0.10415143  0.089443545 
   17400    -954.6342    39.685234   -914.94897    1421.3812   -2902.8468    2.1904564   0.14299182   0.10533121 
   17500   -955.89104    40.974824   -914.91622    1467.5696    378.14295    2.1993411   0.21515214  0.095393112 
   17600   -954.55256    37.162875   -917.38968    1331.0394    4196.0575    2.2097973   0.26083024  0.095562898 
   17700   -958.30065    34.443597   -923.85706    1233.6447    2285.0758    2.2135136   0.24174729  0.096429172 
   17800   -953.76905    38.202751    -915.5663     1368.284    -5464.507    2.1829954 0.0090321388   0.08928783 
   17900   -953.09663    37.866133    -915.2305    1356.2275   -3348.4516    2.1867166   0.16616532  0.098369474 
   18000    -955.5687    40.271548   -915.29715    1442.3808    3028.1819    2.2090722  0.051408995  0.089080247 
   18100   -958.83056    36.116435   -922.71412    1293.5597    10862.561    2.2370381   0.31390701  0.082822418 
   18200   -957.33076    38.305206   -919.02555    1371.9535   -3519.0128    2.1923983   0.09340498  0.092829471 
   18300   -953.15527    37.528751   -915.62652    1344.1438   -16819.082    2.1541566    0.1173719   0.10708086 
   18400   -953.60396    39.004519   -914.59944    1397.0004    -6548.598    2.1801519   0.10755845  0.095302386 
   18500   -956.69302    37.782705   -918.91032    1353.2395    11439.847    2.2312889  0.057156576   0.08392732 
   18600   -957.15372    36.803361   -920.35036    1318.1629    11065.559    2.2314498   0.17942929  0.089481532 
   18700   -954.09326    39.110418   -914.98284    1400.7933   -3736.7866    2.1899472   0.07053163  0.098123062 
   18800   -953.78063    38.781003   -914.99963    1388.9949   -10084.721    2.1699783   0.14342465   0.10764022 
   18900   -958.28381    37.681209    -920.6026    1349.6043   -5077.8657    2.1910273   0.18029411  0.094376311 
   19000   -957.84485     38.63554   -919.20931    1383.7849    6191.3278    2.2180725   0.17000682  0.085498518 
   19100    -953.2718    39.399751   -913.87204    1411.1562    7246.9702    2.2125072  0.014827507  0.086011637 
   19200   -953.71004    37.847531   -915.86251    1355.5613   -1308.3493    2.1917866   0.05242553  0.091439223 
   19300   -957.74992    35.765271   -921.98465    1280.9823   -8173.9533    2.1842612  0.036278586  0.087932198 
   19400   -954.28971     37.23323   -917.05648    1333.5593   -3265.4457     2.189338 0.0060401251   0.09855383 
   19500   -957.60491    43.347776   -914.25714    1552.5601    5439.3847    2.2132481   0.27943855  0.086601818 
   19600   -953.69742    37.720882   -915.97654    1351.0252    6256.7475    2.2108049  0.017443744  0.087703083 
   19700   -956.46548    35.747111   -920.71837    1280.3319   -2912.6755    2.1927796   0.14792902  0.085382277 
   19800   -957.61729    35.081271   -922.53602    1256.4839   -4098.9411    2.1933564  0.071837921  0.082326341 
   19900    -956.4476    40.101418   -916.34618    1436.2874   -1728.9293    2.1966084   0.10200301   0.10052753 
   20000   -957.64772    42.466738   -915.18098    1521.0045    2008.1952    2.2036044  0.027612984   0.08189044 
   20100   -955.37542     40.30519   -915.07023    1443.5857    838.05719    2.1998264  0.043772622  0.091101496 
   20200   -952.38693     30.24544   -922.14149     1083.282   -304.12477    2.1973863  0.059470072  0.094712241 
   20300   -956.20877    36.028115   -920.18066    1290.3964   -4007.2132    2.1915155  0.021395919  0.075316203 
   20400   -952.47193    36.562061   -915.90987    1309.5204    2613.4751    2.1989805  0.037505917  0.089721971 
   20500   -953.11816    39.037214   -914.08095    1398.1714    2317.7993    2.2011204  0.053692782   0.10026343 
   20600   -956.16182    37.342294   -918.81953    1337.4656   -735.00201    2.1985852  0.048937027  0.094970021 
   20700   -956.16391    35.909524   -920.25439    1286.1489    690.21338    2.1993998    0.1567285  0.090112314 
   20800    -954.8532    40.037915   -914.81529    1434.0129    360.39156    2.1955995    0.1163886  0.086732887 
   20900   -956.32152    41.642666   -914.67885    1491.4893    -1565.645    2.1946959   0.17489579   0.08646804 
   21000   -956.79825    34.765732   -922.03252    1245.1824    1020.7759     2.205912  0.077747198   0.09602259 
   21100   -955.08032    38.213332   -916.86699     1368.663   -1667.2104    2.1927699  0.023585234   0.10144615 
   21200   -953.01718    38.645722   -914.37145    1384.1496    1918.3526    2.1952261   0.29057475  0.092140643 
   21300   -955.74386    38.659792   -917.08407    1384.6535    522.04199    2.2017601   0.04178308  0.082414571 
   21400   -959.78587    37.059784   -922.72608    1327.3471    167.81058    2.2080835   0.13188339  0.085685633 
   21500   -952.65708    38.389312   -914.26777    1374.9659   -3214.9987    2.1804415  0.024988411  0.090959715 
   21600   -954.27413    39.226549   -915.04758    1404.9527   -1089.3511    2.1886913   0.17374451  0.083674896 
   21700   -954.45398    37.201012   -917.25296    1332.4053     7312.538    2.2128546   0.12215708  0.086755149 
   21800   -958.73062    35.199988   -923.53063    1260.7359    9879.9243    2.2294636   0.12722701  0.086294115 
   21900   -954.30583    38.099772   -916.20606    1364.5956    -6621.084    2.1806783 0.0085863283  0.095323527 
   22000   -954.43547    39.063274   -915.37219    1399.1048   -13690.347    2.1639241   0.05388762  0.096297031 
   22100   -955.84892    40.228202   -915.62072    1440.8283   -491.75319    2.1968509  0.037345774  0.096489961 
   22200   -956.47064    40.405727   -916.06491    1447.1866     12403.66    2.2313136  0.087896976   0.08860898 
   22300   -950.12663    43.027576   -907.09906    1541.0917    5616.7735    2.1969521  0.046566055  0.096035228 
   22400   -953.03701    40.904947   -912.13206    1465.0668   -5606.5567    2.1759606  0.076734222    0.1027295 
   22500    -953.3177    37.388526   -915.92917    1339.1214   -7253.1923    2.1759971   0.31970812  0.087614428 
   22600   -953.98438     38.12907   -915.85531     1365.645    262.82131    2.1973196    0.1535843     0.097851 
   22700    -950.9118    43.475328   -907.43647    1557.1286    4280.9219    2.1969203   0.33856717  0.094176459 
   22800   -952.91304    38.917275   -913.99577    1393.8756    6573.9275     2.208714   0.16856859  0.088364165 
   22900   -953.91572     37.28122    -916.6345    1335.2781    -2909.259    2.1897605   0.20361271   0.10047047 
   23000   -956.48852     44.02553   -912.46299    1576.8348    -7444.955    2.1763547 0.0017740663  0.099429262 
   23100   -948.55684     39.14165   -909.41519     1401.912   -573.84144    2.1800154      0.19799  0.095923643 
   23200   -956.32694    39.762283   -916.56466    1424.1408    5142.4309    2.2095738   0.26460297  0.080440104 
   23300   -954.43637    39.565485   -914.87089    1417.0922    4052.0138    2.2033216  0.066264543  0.088380053 
   23400   -952.21289    41.830002   -910.38288     1498.199   -2154.5459    2.1811915  0.025121556  0.083203044 
   23500   -954.61666    40.694471   -913.92219    1457.5284   -6291.1635    2.1796042   0.20132488  0.095289213 
   23600   -953.57287    36.561184   -917.01169     1309.489   -246.36298    2.1928648   0.29408594  0.089213131 
   23700   -955.21205    40.265627   -914.94642    1442.1687    2718.4125    2.2026925  0.054162732  0.088673104 
   23800    -948.9731     36.46765   -912.50545     1306.139    5208.5053    2.1989722   0.11285426  0.095481981 
   23900   -950.01945     45.49808   -904.52137    1629.5762   -2048.1038     2.176266     0.162079  0.090607378 
   24000   -948.38763    37.924378   -910.46326    1358.3137   -499.63194     2.184083   0.14946422   0.10011133 
   24100   -951.93515    38.036865   -913.89828    1362.3426   -2975.5229    2.1852224   0.14277024  0.091682202 
   24200   -957.80544    41.927222   -915.87822     1501.681   -2374.0269    2.1957931   0.12099346  0.090511904 
   24300   -955.47863    39.123207   -916.35542    1401.2514    4841.5686    2.2095991   0.20897071  0.090960071 
   24400   -952.04389    44.551597    -907.4923    1595.6766   -385.38765    2.1877195   0.10145477   0.10371257 
   24500   -951.70216    38.064842   -913.63732    1363.3446    431.97179    2.1922859  0.040241505   0.10386933 
   24600   -955.12402    38.686565   -916.43745    1385.6125   -3757.9492    2.1900856    0.1843762  0.095110091 
   24700   -952.29473    38.172892   -914.12184    1367.2145    2302.6003    2.1972046   0.52470313    0.1034622 
