LAMMPS (3 Mar 2020)
Reading data file ...
  orthogonal box = (0 0 0) to (17.469 17.469 17.469)
  1 by 1 by 1 MPI processor grid
  reading atoms ...
  217 atoms
  read_data CPU = 0.000956376 secs
Reading potential file library.meam with DATE: 2012-06-29
Reading potential file LiSi.meam with DATE: 2020-11-07
1 atoms in group Li
216 atoms in group Si
Neighbor list info ...
  update every 1 steps, delay 10 steps, check yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 6
  ghost atom cutoff = 6
  binsize = 3, bins = 6 6 6
  2 neighbor lists, perpetual/occasional/extra = 2 0 0
  (1) pair meam/c, perpetual
      attributes: full, newton on
      pair build: full/bin/atomonly
      stencil: full/bin/3d
      bin: standard
  (2) pair meam/c, perpetual, half/full from (1)
      attributes: half, newton on
      pair build: halffull/newton
      stencil: none
      bin: none
Setting up Verlet run ...
  Unit style    : metal
  Current step  : 0
  Time step     : 0.003
Per MPI rank memory allocation (min/avg/max) = 8.895 | 8.895 | 8.895 Mbytes
Step Temp E_pair E_mol TotEng Press Volume 
       0         1600   -951.04357            0   -906.37126   -115280.58    5330.9442 
    3200    1551.4847   -944.03891            0   -900.72116    5776.1526    4608.3303 
Loop time of 2.28162 on 1 procs for 3200 steps with 217 atoms

Performance: 363.531 ns/day, 0.066 hours/ns, 1402.511 timesteps/s
100.0% CPU use with 1 MPI tasks x no OpenMP threads

MPI task timing breakdown:
Section |  min time  |  avg time  |  max time  |%varavg| %total
---------------------------------------------------------------
Pair    | 2.2039     | 2.2039     | 2.2039     |   0.0 | 96.60
Neigh   | 0.029449   | 0.029449   | 0.029449   |   0.0 |  1.29
Comm    | 0.014169   | 0.014169   | 0.014169   |   0.0 |  0.62
Output  | 2.5396e-05 | 2.5396e-05 | 2.5396e-05 |   0.0 |  0.00
Modify  | 0.02927    | 0.02927    | 0.02927    |   0.0 |  1.28
Other   |            | 0.004767   |            |       |  0.21

Nlocal:    217 ave 217 max 217 min
Histogram: 1 0 0 0 0 0 0 0 0 0
Nghost:    957 ave 957 max 957 min
Histogram: 1 0 0 0 0 0 0 0 0 0
Neighs:    4238 ave 4238 max 4238 min
Histogram: 1 0 0 0 0 0 0 0 0 0
FullNghs:  8476 ave 8476 max 8476 min
Histogram: 1 0 0 0 0 0 0 0 0 0

Total # of neighbors = 8476
Ave neighs/atom = 39.0599
Neighbor list builds = 49
Dangerous builds = 0
Setting up Verlet run ...
  Unit style    : metal
  Current step  : 3200
  Time step     : 0.003
Per MPI rank memory allocation (min/avg/max) = 9.664 | 9.664 | 9.664 Mbytes
Step PotEng KinEng TotEng Temp Press Density c_msdli[4] c_msdsi[4] 
    3200   -944.03891    43.317749   -900.72116    1551.4847    5776.1526    2.1884951            0 1.1944332e-31 
    6500   -946.46233    48.846505   -897.61582    1749.5047   -8512.2908    2.1537605   0.43761029   0.14018661 
    6600   -947.55444    48.621095   -898.93335    1741.4313   -7062.2494    2.1618853   0.19381028   0.13141686 
    6700   -947.96453    44.263522   -903.70101    1585.3588    6052.8853    2.1941984   0.13105251   0.13390252 
    6800   -949.20572    45.691836   -903.51388    1636.5159    3276.8643    2.1916997  0.060912698   0.14235019 
    6900   -942.07573    46.956912   -895.11882    1681.8263   -5603.3015     2.151575   0.14127769   0.13475788 
    7000   -950.19049     45.72121   -904.46928    1637.5679   -2020.0797    2.1786284  0.023807169    0.1201782 
    7100   -951.26548    47.548682    -903.7168    1703.0214    3843.1092    2.1954556   0.12974194   0.12633683 
    7200   -943.76027    45.144843   -898.61543    1616.9246    2658.1473    2.1773064  0.060213104   0.12890235 
    7300    -943.9005    44.354145   -899.54635    1588.6046   -10089.977    2.1458371   0.33754504    0.1314676 
    7400   -951.65713    45.507195   -906.14994    1629.9027   -2868.2339    2.1800339  0.042921197   0.12368383 
    7500   -948.29766    48.367787   -899.92988    1732.3587    19662.151    2.2281054  0.076232084   0.12486658 
    7600   -946.84474    43.776452   -903.06829    1567.9138    409.21949    2.1787454   0.24065939   0.11296101 
    7700   -950.93451    40.079933   -910.85457    1435.5179   -13757.692    2.1551886    0.1221458   0.13050089 
    7800   -949.58601    45.528339   -904.05767      1630.66   -226.72522    2.1827831   0.19364367   0.12738685 
    7900   -946.78247    46.599303   -900.18316     1669.018    9010.5702    2.2009431    0.1550166   0.14316044 
    8000   -951.39651     44.77813   -906.61838    1603.7902   -1745.3215    2.1814733   0.12275937   0.12767088 
    8100   -950.67424    42.684223   -907.99002    1528.7941   -6459.1028    2.1718144  0.072720158   0.11701836 
    8200   -946.46963    45.805902   -900.66373    1640.6013    392.20299    2.1786621   0.16447864   0.13484479 
    8300   -947.78106    44.592703   -903.18836    1597.1489    4324.3637    2.1906107   0.47555003   0.10983164 
    8400   -949.62461    40.943111    -908.6815    1466.4338   -711.23159    2.1854669  0.078183761   0.11482438 
    8500   -946.79992    47.405538   -899.39438    1697.8944   -4736.4228    2.1618306   0.11358889   0.11804339 
    8600   -946.69358    45.769985    -900.9236    1639.3149    6353.7331    2.1900392   0.02801034   0.11302161 
    8700   -945.85686    41.142423   -904.71444    1473.5724     6275.734    2.1925345  0.084117264   0.12978386 
    8800   -943.09482     42.54324   -900.55158    1523.7446   -5327.6373    2.1573893   0.41496278   0.13701156 
    8900   -939.66173    42.224241   -897.43749    1512.3192   -4105.1833    2.1530066   0.19884571   0.13860229 
    9000   -950.40062    46.821572   -903.57905    1676.9789    9082.7742    2.2053844  0.082275266   0.13045463 
    9100   -948.02405    44.280644    -903.7434    1585.9721    9209.7206    2.2003302    0.1352264   0.12177726 
    9200   -942.11707    45.695227   -896.42185    1636.6373   -15203.179    2.1312283   0.13546776   0.12285039 
    9300    -946.1068    43.419908   -902.68689    1555.1437   -5970.5626    2.1587261   0.14919004    0.1145002 
    9400   -949.69717    45.851049   -903.84612    1642.2183    11962.296    2.2117167  0.056917364   0.12501458 
    9500    -945.0455    43.676951   -901.36855      1564.35    6742.3379    2.1917282  0.081567792   0.12220178 
    9600   -943.58953    44.034433    -899.5551    1577.1537   -10048.744    2.1451136  0.038488542   0.13000861 
    9700   -953.06475    43.867303   -909.19744    1571.1677   -1780.7225    2.1901186  0.041004471   0.11596983 
    9800   -947.05659    43.893903   -903.16269    1572.1204    6657.7498    2.1953124   0.14912493   0.13420657 
    9900   -946.22635     45.18751   -901.03884    1618.4527   -619.83389    2.1730651   0.45964594   0.14290585 
   10000   -949.83921    41.938996   -907.90021    1502.1027   -4519.3484    2.1714879    0.0404305   0.11544846 
   10100   -952.89408    45.956378    -906.9377    1645.9908    -1752.891    2.1856498    0.1251028   0.11803203 
   10200    -945.2433     44.76122   -900.48208    1603.1846     5558.414      2.18771   0.26444427   0.10670474 
   10300   -948.30573    43.758105   -904.54763    1567.2566   -1085.1842    2.1773618  0.028446788   0.11918265 
   10400   -949.95273     39.82234   -910.13039    1426.2918   -3602.1483    2.1794367  0.076066698   0.12547962 
   10500   -945.67555    44.776377   -900.89917    1603.7274    837.01563    2.1784509  0.022111713   0.11697058 
   10600   -947.33357     45.37962   -901.95395    1625.3334    6388.5158    2.1926198   0.12120193   0.12072919 
   10700   -949.48402    42.028291   -907.45573     1505.301   -943.48746    2.1834931   0.13105458   0.12406129 
   10800   -944.03418    43.809909   -900.22427    1569.1121   -5455.8417    2.1598051   0.34446502   0.14133009 
   10900   -947.20283     47.42723    -899.7756    1698.6714    6324.3238    2.1937773   0.31342844   0.14080393 
   11000   -951.64847    48.425571    -903.2229    1734.4283    6911.0854    2.1988927   0.12526774   0.10880685 
   11100   -949.13148    43.665772   -905.46571    1563.9496   -11135.977    2.1548423   0.10780858   0.12176769 
   11200   -941.36139    45.720673   -895.64072    1637.5487   -10346.578    2.1370701   0.36237369   0.13295643 
   11300   -947.91999    46.225462   -901.69453    1655.6284    16261.347    2.2169732   0.19297532   0.11619216 
   11400   -951.94189    48.094073   -903.84782    1722.5553    4298.0571    2.1957507   0.16444371   0.12008194 
   11500   -948.16076    46.749496   -901.41127    1674.3974   -10893.017    2.1507252    0.1055727   0.11975673 
   11600   -939.07328    44.274576    -894.7987    1585.7548   -569.56109    2.1550928   0.81600531    0.1311677 
   11700   -946.56329    41.664162   -904.89913    1492.2592    11434.019    2.2118503  0.064349037   0.13535963 
   11800   -948.25213      44.9812   -903.27093    1611.0634   -1148.6671    2.1824242   0.30042748   0.14226462 
   11900   -944.47885    45.042446    -899.4364    1613.2571   -7030.7827    2.1534107   0.18448608   0.13241259 
   12000   -951.06221    42.456311    -908.6059    1520.6311    57.550176    2.1894462    0.1188913   0.10983204 
   12100   -952.53219    46.981287   -905.55091    1682.6993      2013.22    2.1961972   0.22882504   0.11527178 
   12200    -942.9667    41.963869   -901.00283    1502.9936    2119.3998    2.1768761  0.059404962   0.12308121 
   12300   -946.77964    43.250752   -903.52889    1549.0851   -5782.0107     2.164768   0.11755891   0.12760673 
   12400   -949.19598    40.102927   -909.09305    1436.3414    3967.8637    2.1916334    0.2786485   0.11488148 
   12500   -944.73519    43.989205   -900.74599    1575.5338    6026.8165    2.1893806   0.54509688   0.11857173 
   12600   -945.84825    43.228423   -902.61983    1548.2853   -930.49262    2.1734627   0.12899771   0.13283362 
   12700   -948.78222    39.226019    -909.5562    1404.9338   -6076.1441    2.1717206   0.22564716   0.12502161 
   12800   -950.42686    47.585369   -902.84149    1704.3353    725.53806    2.1840819    0.2684824   0.13151932 
   12900   -945.97308    45.950867   -900.02222    1645.7934    14283.418    2.2097886   0.18566222   0.13626725 
   13000   -951.46056    45.532447   -905.92812    1630.8071   -6427.0633    2.1713582   0.29278745   0.11582593 
   13100   -945.85709    45.756771   -900.10032    1638.8416   -14180.992     2.138492    0.1122668   0.12545409 
   13200   -943.18894    45.355884   -897.83306    1624.4833    7531.7859    2.1889788   0.25715841   0.12571151 
   13300   -948.09073    45.130994   -902.95973    1616.4285    10527.193    2.2081712    0.1294276   0.12638598 
   13400   -947.78157    42.536116   -905.24546    1523.4894   -6427.4155    2.1674996   0.29541716   0.12907538 
   13500   -945.59726    49.424362    -896.1729    1770.2014   -8768.8828    2.1523991   0.23822476   0.12959649 
   13600   -951.36236    48.013142   -903.34922    1719.6566    3566.0852    2.1977179   0.26523159   0.13361899 
   13700   -948.93721    44.166111    -904.7711    1581.8699    945.76029    2.1888088  0.093522242   0.12634732 
   13800    -945.1102    45.247942   -899.86225    1620.6172   -4369.0712    2.1642663   0.13021229   0.13237289 
   13900   -944.43875    46.167837   -898.27091    1653.5645   -971.06946    2.1684489   0.14418165   0.13175082 
   14000   -950.38166    44.080862    -906.3008    1578.8166    6885.8482    2.2023225   0.26129243   0.12199063 
   14100    -944.7964    42.891961   -901.90444    1536.2345    2970.9407    2.1823183   0.22492885   0.13153735 
   14200   -945.14124    44.763792   -900.37745    1603.2767   -7087.7692    2.1607231   0.10770427   0.11695267 
   14300   -951.01055     41.60547   -909.40509     1490.157    824.94733    2.1916854   0.12456903   0.11747485 
   14400   -947.24436    44.409006   -902.83535    1590.5696    3380.4787    2.1899844   0.36644568   0.12855238 
   14500   -945.96945     44.85622   -901.11323    1606.5871   -132.35421    2.1752618     0.273933   0.12820346 
   14600    -950.4317    41.531759   -908.89994     1487.517   -3238.2135    2.1759265    0.1895209   0.12352607 
   14700   -949.34361    45.063443   -904.28017    1614.0091   -349.70288    2.1824354   0.16136113   0.13376223 
   14800   -950.00462    50.233408   -899.77122    1799.1785    7938.8986    2.2019973  0.075195824   0.13438705 
   14900   -950.89042    45.046825    -905.8436    1613.4139   -2406.0179    2.1797484  0.082039538   0.11969322 
   15000   -948.98993    42.776513   -906.21342    1532.0996   -17238.773    2.1411715  0.076894435   0.12837975 
   15100    -946.2979    47.148781   -899.14912    1688.6983     330.7563     2.178449   0.11118332   0.13009666 
   15200   -947.46532    46.049869   -901.41546    1649.3393    15684.364     2.219292   0.11766019   0.12289638 
   15300   -950.88201    44.574236   -906.30778    1596.4875   -5341.5239    2.1755509   0.26414985   0.12136336 
   15400   -942.01856    44.162754    -897.8558    1581.7497   -10257.209     2.141582   0.23230096   0.13594245 
   15500   -942.29165    41.715759   -900.57589    1494.1072    6057.9066    2.1837912   0.19070911   0.12834099 
   15600   -949.84193    45.063887   -904.77804     1614.025    6515.4199     2.201666   0.07812866   0.14141971 
   15700   -944.87379    44.029381   -900.84441    1576.9727    -577.2406     2.172138  0.034993877   0.12425004 
   15800   -946.88783     49.45457   -897.43326    1771.2834   -8739.8485    2.1561752  0.012149764   0.14295079 
   15900   -951.15228    44.637955   -906.51433    1598.7697    3114.3876    2.1948005   0.20534863   0.12941262 
   16000   -946.75607     45.53331   -901.22276     1630.838         5120    2.1884362   0.30672114   0.14211709 
   16100   -944.59585    45.312708   -899.28315    1622.9369   -2942.6763    2.1632972    0.5760157   0.15992397 
   16200   -948.40846    40.350962    -908.0575    1445.2251   -2755.5574    2.1734892   0.92378201    0.1393263 
   16300   -943.52618    40.714582    -902.8116    1458.2487    4469.8301    2.1823633   0.56662862   0.13996895 
   16400   -940.67186    41.882294   -898.78956    1500.0719    7304.2175    2.1824856    0.3252329   0.14684067 
   16500   -946.57861    40.660842   -905.91777    1456.3239   -2672.5599    2.1747819  0.096571622   0.13715395 
   16600   -944.91595    41.183872   -903.73208    1475.0569   -6149.7146    2.1563872    5.9403472   0.16011329 
   16700   -943.20269    45.018534   -898.18416    1612.4006     5021.602     2.182764    5.9521964   0.16354295 
   16800   -947.04042    44.920367   -902.12005    1608.8846     11274.31    2.2079134    6.1459142    0.1580756 
   16900   -948.57559    42.093907   -906.48169    1507.6511   -7724.5557    2.1622899    2.8750423   0.14852324 
   17000   -941.85591    44.565264   -897.29064    1596.1661   -13438.909    2.1349882    3.9089574   0.15961508 
   17100   -946.56896    45.998581   -900.57038    1647.5024    6343.4195    2.1955517    4.3037961    0.1364879 
   17200   -950.49019    47.523807   -902.96638    1702.1304    7114.5112    2.2019832    4.9994789    0.1616483 
   17300   -945.47507    45.994737   -899.48034    1647.3647   -4929.0181    2.1588039    4.3274675      0.13185 
   17400   -939.65254     43.57739   -896.07514    1560.7841   -6328.3485    2.1445621    5.9009579   0.15224721 
   17500   -947.40357    42.732599   -904.67097    1530.5267     7647.473    2.1982626    4.1018396   0.16530697 
   17600   -940.80268    39.847411   -900.95527    1427.1897    10619.761    2.1923844    5.2521607   0.16449977 
   17700   -942.28894    43.477571   -898.81137    1557.2089   -3535.9623    2.1557214    4.9768008   0.17127043 
   17800   -951.26908    43.148588   -908.12049     1545.426   -1121.2408    2.1823588    5.6045253   0.15701535 
   17900   -951.11161    48.542384   -902.56922    1738.6122     2151.786    2.1860789    3.3111196   0.13730367 
   18000   -941.68168    42.152856   -899.52883    1509.7624    3543.6528     2.176227    6.6816824   0.15280516 
   18100   -948.26103    41.294623   -906.96641    1479.0236   -1102.5708    2.1784105    3.4277468   0.14809965 
   18200   -949.22931    45.359928   -903.86938    1624.6281   -685.75462    2.1766342    5.7051267   0.14570203 
   18300   -943.65225    45.300493   -898.35176    1622.4994    4536.2622    2.1820228    3.8038891   0.16626136 
   18400    -949.2221    43.505867   -905.71624    1558.2224    1091.3697    2.1854627    5.2734624   0.15100305 
   18500    -948.3781     44.14108   -904.23702    1580.9734   -8809.0761    2.1593404    4.9980993   0.14880149 
   18600    -941.8796    43.052407   -898.82719    1541.9811   -193.58195     2.166692    3.8205102   0.14542895 
   18700   -949.44036     45.87902   -903.56134    1643.2201    9847.9612    2.2081764    4.0616143   0.15384066 
   18800   -947.64544    41.669761   -905.97568    1492.4597    2298.0886    2.1877339    3.9921347   0.14299401 
   18900   -942.68597    45.629319   -897.05665    1634.2767   -15578.504    2.1229141    4.6084689   0.16595804 
   19000   -947.27468     43.23468      -904.04    1548.5095   -1597.8897    2.1756741     4.381545   0.14516069 
   19100   -945.14141    42.546583   -902.59482    1523.8643     15725.54    2.2191924    15.014578   0.14664171 
   19200   -942.48614    45.582457   -896.90368    1632.5983    2459.0942    2.1718583    13.781232   0.13625575 
   19300   -946.32948    44.313599   -902.01588    1587.1524   -10293.461    2.1522214     13.52545   0.14662706 
   19400   -949.25944    44.670562   -904.58888    1599.9375   -627.97165    2.1809873    17.321776     0.142253 
   19500   -943.00438    45.993532   -897.01085    1647.3215    8353.0305    2.1887916    14.336986   0.15849995 
   19600   -945.16077    44.074386   -901.08639    1578.5847    3938.2928    2.1793129     14.38997   0.15252666 
   19700   -947.26039    41.617949   -905.64244     1490.604   -4947.2221    2.1664422    15.031192    0.1442951 
   19800   -942.70147    44.507569    -898.1939    1594.0997   -2832.5068    2.1673459    16.968876   0.15641982 
   19900   -946.81941    45.552618   -901.26679    1631.5296    3580.8397    2.1850547    14.277807   0.12900235 
   20000   -950.12716    44.115602   -906.01155    1580.0609    2098.7957    2.1853432    16.157914    0.1370578 
   20100    -944.6343    46.204106   -898.43019    1654.8635   -7040.2184    2.1570678    16.501271   0.14015676 
   20200   -944.91307     43.31329   -901.59978     1551.325   -2374.2278    2.1676228     15.79609    0.1332644 
   20300   -947.24089    41.350457   -905.89043    1481.0234    6920.0754    2.1960482    14.404569   0.14724158 
   20400   -944.24724    47.222677   -897.02457     1691.345    2258.9185     2.172378     13.45618   0.15942822 
   20500   -948.71971    46.992867   -901.72684    1683.1141   -7769.3122    2.1591745    12.178291   0.14345896 
   20600   -948.72416    43.696528   -905.02764    1565.0512   -5298.2201     2.169093    15.303357   0.13982224 
   20700   -948.50366    52.225145   -896.27852    1870.5153    9539.3904    2.2050549    13.407693   0.15709758 
   20800   -947.71028    47.348375    -900.3619    1695.8471     4876.621    2.1888312    14.625388   0.13825664 
   20900   -949.89907    43.971668   -905.92741    1574.9057   -14770.921    2.1463702    14.023866    0.1474638 
   21000   -946.12831    46.292426   -899.83588    1658.0268   -4306.0288    2.1645043    14.682889   0.14672965 
   21100   -942.27752    43.905801   -898.37172    1572.5466    15380.436     2.199509    13.314995   0.15334716 
   21200   -949.91105    43.509801   -906.40125    1558.3633    5269.0425    2.1945211    12.478668   0.14493451 
   21300   -949.42205     48.11702   -901.30503    1723.3772    -12974.69    2.1505767    14.763175    0.1426514 
   21400   -943.98722    44.724509   -899.26271    1601.8697   -2727.7068     2.160095    12.538019   0.15227514 
   21500   -950.54651     44.03699   -906.50952    1577.2453    8332.7291    2.2053322    12.973814   0.14979867 
   21600   -943.55426    44.300021   -899.25424    1586.6661    6271.9353    2.1825772    14.549868   0.14460573 
   21700   -946.93244     47.11774    -899.8147    1687.5866   -5877.3411    2.1621381    12.533297   0.14788373 
   21800   -950.51025     44.11868   -906.39157    1580.1711   -5577.9469    2.1722985    12.000523   0.14470902 
   21900   -944.68358    45.179929   -899.50365    1618.1812    5894.3554    2.1818081     15.55193    0.1487592 
   22000    -944.4168    46.248172   -898.16862    1656.4418    1666.4215    2.1775657    17.734687   0.14249952 
   22100   -947.81431     42.82532   -904.98899    1533.8476   -4317.6763     2.166847    21.503961   0.12082135 
   22200   -947.83758    46.272834   -901.56475    1657.3251   -1058.4952    2.1733333    19.978334   0.13106977 
   22300   -939.84386    44.828916   -895.01494    1605.6092    5218.6997    2.1804013    19.710858   0.14253136 
   22400   -947.99566    43.354376   -904.64128    1552.7965    5996.0256    2.1965068    21.460905    0.1418637 
   22500   -950.19208    46.607178    -903.5849    1669.3001    -10867.78    2.1574864    22.070807   0.11825395 
   22600   -944.11916    44.605635   -899.51352    1597.6121   -7726.1853     2.152915     19.76977   0.14476311 
   22700   -953.36791    44.944989   -908.42292    1609.7665    17416.399    2.2347622    21.006107   0.14099992 
   22800   -950.67625    44.745622   -905.93062    1602.6259    4651.7899    2.1991368    18.960851   0.12783695 
   22900   -946.33465    43.974581   -902.36007      1575.01   -16198.414    2.1341186    21.547875   0.13852625 
   23000   -945.89378    45.137123   -900.75666     1616.648   -4262.1218    2.1672993    21.242953   0.12805289 
   23100   -953.93907    45.392537   -908.54654    1625.7961    11187.199    2.2209501    22.120765   0.10513147 
   23200   -948.35292    46.212686   -902.14023    1655.1708    465.90259    2.1818027    19.772342    0.1200492 
   23300   -945.44608    44.148857   -901.29723     1581.252   -5662.3577    2.1601129    22.913317   0.14507799 
   23400   -950.09366    44.274313   -905.81935    1585.7453   -2052.7592    2.1818787     17.55289   0.12283775 
   23500   -949.32364    42.258461   -907.06518    1513.5448    8113.5862    2.2027293    18.376701   0.12481421 
   23600   -945.67804    46.794528   -898.88351    1676.0103   -4202.9867    2.1680776    21.167773   0.15459459 
   23700   -946.64105    42.988806   -903.65224    1539.7031   -5539.8015    2.1638872      21.9319   0.14130818 
   23800   -949.05623     43.93467   -905.12156    1573.5805    904.85979    2.1880577    23.307044   0.13690821 
   23900   -945.27959    49.900861   -895.37873    1787.2679     2359.988    2.1795501    23.093146   0.14393486 
   24000   -947.47799    46.183872   -901.29412    1654.1388   -2221.4603    2.1750064    23.621504   0.11126397 
   24100   -951.07892    45.705392   -905.37353    1637.0014   -8304.6769    2.1663186    22.243668   0.10947855 
   24200   -946.96531    47.989273   -898.97604    1718.8017     1144.754      2.17769    20.693308   0.13837638 
   24300   -945.27046    47.376718   -897.89374    1696.8622    8720.2633     2.197286    19.979383   0.15387457 
   24400   -949.82968    45.039214   -904.79046    1613.1413   -5627.5208    2.1723651    20.975433   0.13928148 
   24500   -946.48178     43.57879   -902.90299    1560.8342   -12444.968    2.1527668    21.342135   0.14305473 
   24600   -942.93425    46.568278   -896.36597    1667.9068    6278.3849    2.1879381    21.242232    0.1461458 
   24700   -947.64927    42.465334   -905.18394    1520.9542    15794.698    2.2236514    23.972502   0.15930395 
   24800   -948.54386    43.608207   -904.93566    1561.8878   -10266.849     2.161259    24.876913   0.15886024 
   24900   -944.73871    44.059885   -900.67883    1578.0653   -10951.419    2.1487109     20.41356   0.14114084 
