LAMMPS (3 Mar 2020)
Reading data file ...
  orthogonal box = (0 0 0) to (17.469 17.469 17.469)
  1 by 1 by 1 MPI processor grid
  reading atoms ...
  217 atoms
  read_data CPU = 0.00119052 secs
Reading potential file library.meam with DATE: 2012-06-29
Reading potential file LiSi.meam with DATE: 2020-11-07
1 atoms in group Li
216 atoms in group Si
Neighbor list info ...
  update every 1 steps, delay 10 steps, check yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 6
  ghost atom cutoff = 6
  binsize = 3, bins = 6 6 6
  2 neighbor lists, perpetual/occasional/extra = 2 0 0
  (1) pair meam/c, perpetual
      attributes: full, newton on
      pair build: full/bin/atomonly
      stencil: full/bin/3d
      bin: standard
  (2) pair meam/c, perpetual, half/full from (1)
      attributes: half, newton on
      pair build: halffull/newton
      stencil: none
      bin: none
Setting up Verlet run ...
  Unit style    : metal
  Current step  : 0
  Time step     : 0.003
Per MPI rank memory allocation (min/avg/max) = 8.895 | 8.895 | 8.895 Mbytes
Step Temp E_pair E_mol TotEng Press Volume 
       0         1425   -951.04357            0   -911.25729   -116259.55    5330.9442 
    3200    1463.4383   -954.48976            0   -913.63028    5376.1761    4577.9015 
Loop time of 2.33 on 1 procs for 3200 steps with 217 atoms

Performance: 355.982 ns/day, 0.067 hours/ns, 1373.389 timesteps/s
100.0% CPU use with 1 MPI tasks x no OpenMP threads

MPI task timing breakdown:
Section |  min time  |  avg time  |  max time  |%varavg| %total
---------------------------------------------------------------
Pair    | 2.2725     | 2.2725     | 2.2725     |   0.0 | 97.53
Neigh   | 0.0076915  | 0.0076915  | 0.0076915  |   0.0 |  0.33
Comm    | 0.014163   | 0.014163   | 0.014163   |   0.0 |  0.61
Output  | 2.5513e-05 | 2.5513e-05 | 2.5513e-05 |   0.0 |  0.00
Modify  | 0.030553   | 0.030553   | 0.030553   |   0.0 |  1.31
Other   |            | 0.005095   |            |       |  0.22

Nlocal:    217 ave 217 max 217 min
Histogram: 1 0 0 0 0 0 0 0 0 0
Nghost:    957 ave 957 max 957 min
Histogram: 1 0 0 0 0 0 0 0 0 0
Neighs:    4211 ave 4211 max 4211 min
Histogram: 1 0 0 0 0 0 0 0 0 0
FullNghs:  8422 ave 8422 max 8422 min
Histogram: 1 0 0 0 0 0 0 0 0 0

Total # of neighbors = 8422
Ave neighs/atom = 38.8111
Neighbor list builds = 13
Dangerous builds = 0
Setting up Verlet run ...
  Unit style    : metal
  Current step  : 3200
  Time step     : 0.003
Per MPI rank memory allocation (min/avg/max) = 9.665 | 9.665 | 9.665 Mbytes
Step PotEng KinEng TotEng Temp Press Density c_msdli[4] c_msdsi[4] 
    3200   -954.48976    40.859479   -913.63028    1463.4383    5376.1761    2.2030417            0 6.2763917e-32 
    9400   -948.18695    40.909335   -907.27762     1465.224    2338.0491    2.1880953   0.31223457   0.12065515 
    9500   -953.25978    41.700366   -911.55941    1493.5559    12574.578    2.2260982   0.16894495   0.11917937 
    9600   -953.04022    38.325913    -914.7143    1372.6952    4083.1127    2.2046516   0.28477779   0.10920272 
    9700   -954.57435    41.206972   -913.36738    1475.8843   -13088.347    2.1640671    0.1633439   0.10952951 
    9800   -950.36103    43.915668   -906.44536       1572.9    -11629.98    2.1572266   0.14778665   0.10182207 
    9900   -954.38712    39.807209   -914.57991    1425.7499    6638.8314    2.2159295   0.10742636  0.082584853 
   10000   -952.75907    38.594818   -914.16425    1382.3264     9672.066    2.2183592  0.035208115  0.091331805 
   10100   -952.59138    43.463156   -909.12823    1556.6926   -2943.1572    2.1841058  0.044590034  0.086549246 
   10200   -952.28693    40.724085   -911.56284     1458.589   -6813.1895    2.1742042   0.11336893  0.091202122 
   10300    -953.5015    37.998221   -915.50328    1360.9585   -428.00436    2.1918727   0.19962519  0.098772239 
   10400   -953.72317     41.59318   -912.12999    1489.7169     5772.449    2.2067268   0.13383451   0.10623801 
   10500   -950.86927    41.550177   -909.31909    1488.1767    4044.7195    2.1989015   0.22284921   0.12632516 
   10600   -955.52192    37.501138   -918.02078    1343.1548   -282.36243    2.1997816   0.20569385   0.11949533 
   10700   -953.80753    38.670812   -915.13672    1385.0482   -8790.1566    2.1773403   0.31838664   0.12062062 
   10800   -951.66433    39.803384   -911.86095    1425.6129   -2938.5633    2.1830868   0.10574457   0.10372616 
   10900   -956.72885    39.140765   -917.58809    1401.8803    4859.5497    2.2148081  0.012673581  0.092710684 
   11000   -956.80324    39.145334   -917.65791    1402.0439    4731.1616    2.2157855   0.15183231  0.084624365 
   11100   -951.89091    39.381725   -912.50918    1410.5106   -1949.0885    2.1879322   0.33791107  0.088369705 
   11200   -952.03221    37.825657   -914.20655    1354.7779   -9035.5226    2.1713861   0.12613994  0.085362758 
   11300   -957.42535    36.845913   -920.57944     1319.687   -2622.3704     2.199195  0.099615189  0.082613939 
   11400   -956.26051    43.497738   -912.76277    1557.9312    8878.3717    2.2214319   0.19705617  0.092666424 
   11500    -955.4849    43.311165   -912.17373    1551.2489     11140.04    2.2236087  0.052308186   0.10331529 
   11600   -953.19904    36.301006   -916.89803    1300.1704   -8126.3275     2.175761 0.0036532624   0.11261866 
   11700   -952.83962    40.112021    -912.7276    1436.6671   -17659.192     2.148854   0.10924079   0.13270366 
   11800    -953.8198    43.662269   -910.15753    1563.8241   -1826.3519    2.1912497   0.12034707   0.12177544 
   11900   -952.39703    38.973697   -913.42334    1395.8965    11016.434    2.2210326  0.073728664   0.11260722 
   12000   -956.19431    40.485683   -915.70862    1450.0504    3316.7104    2.2078198   0.12943476  0.099165244 
   12100   -950.21555    43.245104   -906.97045    1548.8828   -5385.1355    2.1697637  0.025617608  0.098205091 
   12200   -951.55724    38.933473   -912.62377    1394.4558   -3677.3939    2.1839076    0.1964059   0.09067493 
   12300   -953.17906    38.213785   -914.96527    1368.6792    2776.3721    2.2011307  0.043747341  0.091528077 
   12400    -954.9147    43.308761   -911.60594    1551.1628    2650.3448    2.2019645  0.018029721  0.089144875 
   12500   -953.39414    46.097778   -907.29636    1651.0552   -3117.2116    2.1819407   0.15257924  0.098617902 
   12600    -953.6921    38.327648   -915.36446    1372.7573   -3541.0011    2.1866004    0.3979913   0.11084339 
   12700   -956.37487    42.587916   -913.78695    1525.3447   -1829.3568    2.1944841    0.1554717   0.10590641 
   12800   -949.19983    39.709819   -909.49001    1422.2617    5275.2983    2.2009402  0.061805439   0.12843523 
   12900   -949.58852    42.311225    -907.2773    1515.4347    1815.3088    2.1915808   0.04642107   0.13189991 
   13000   -956.70674    41.367306   -915.33943    1481.6269   -4252.6371    2.1882204   0.07005473   0.10036454 
   13100   -955.92405    41.559808   -914.36425    1488.5216   -5765.9701    2.1869862   0.14803747  0.099152533 
   13200   -953.50342    41.225306   -912.27811    1476.5409    2282.1578     2.198249  0.096808713  0.081727731 
   13300   -953.37995     38.89415    -914.4858    1393.0474     5712.777    2.2090001   0.11177832  0.084509972 
   13400    -954.8693    35.579045   -919.29026    1274.3124    2628.9822    2.2026822  0.068755769  0.086635404 
   13500   -953.41269    38.647707   -914.76499    1384.2207   -4436.7643    2.1820249   0.40889076   0.08942669 
   13600   -954.44636    42.178063    -912.2683    1510.6653   -3096.3642    2.1852077  0.041026401  0.089206513 
   13700   -957.22035    39.413343   -917.80701     1411.643    4050.7765    2.2087662  0.052788507  0.091769732 
   13800   -953.11731    35.437724   -917.67958    1269.2508    6803.8557    2.2117016   0.11995864   0.11293565 
   13900   -953.05477    40.561631   -912.49314    1452.7705   -188.52973     2.191503  0.079449464   0.11814999 
   14000   -953.59794     38.94998   -914.64796     1395.047   -4665.3995    2.1820073   0.30103906   0.12511556 
   14100   -958.29768    37.753649   -920.54403    1352.1988   -1024.1819    2.2004205  0.073600645   0.10705816 
   14200    -954.3026    41.705808   -912.59679    1493.7508    3393.3161    2.2011283   0.32751586  0.095969719 
   14300   -955.14025    42.411701   -912.72855    1519.0333    6938.4095    2.2113201   0.14408958  0.093149704 
   14400   -954.23329    37.872289     -916.361     1356.448    1144.0983    2.1975689   0.16529586  0.089648638 
   14500   -953.04975    35.734071   -917.31568    1279.8648   -6238.0485    2.1781585   0.17169598  0.074755495 
   14600   -950.24142    40.853935   -909.38749    1463.2398   -7154.2852    2.1682857  0.028715218  0.088717494 
   14700   -955.77569    42.771414   -913.00427    1531.9169     4820.932    2.2064166   0.25822882  0.094104984 
   14800   -954.56327    40.294425   -914.26885    1443.2002    11632.535    2.2253547  0.084460886   0.08985685 
   14900   -953.15918    39.598733   -913.56045     1418.283    1064.7728    2.1931275  0.059217165   0.11295273 
   15000   -945.53547    38.582196   -906.95327    1381.8743    -10905.54    2.1451202   0.10060181   0.13908075 
   15100   -951.64243    36.857689   -914.78474    1320.1087   -5681.0905     2.181704   0.10787443   0.12106444 
   15200   -956.13857    42.095551   -914.04302      1507.71    5655.0892    2.2145505  0.085996321   0.12384161 
   15300   -949.86421    40.008611    -909.8556    1432.9634    8711.6168    2.2061391  0.021949802   0.10910292 
   15400   -951.05301    43.068525   -907.98449    1542.5584    -5416.704    2.1726972  0.098442165   0.10239661 
   15500   -954.99054    39.959842    -915.0307    1431.2166    -5256.302    2.1825796   0.07348758  0.093785869 
   15600   -952.37969    38.812102   -913.56759    1390.1088    1772.2203    2.1975942   0.13629257  0.085899479 
   15700   -950.70468    40.869623   -909.83506    1463.8017    4063.7802    2.2008266  0.069577098    0.1063634 
   15800   -946.80804    41.241547   -905.56649    1477.1226   -899.19575    2.1789965  0.085880922    0.1069148 
   15900   -954.60413    40.503024   -914.10111    1450.6714   -2152.0209     2.187081  0.063516126  0.085206242 
   16000   -951.42636    37.450064   -913.97629    1341.3255    3615.8476    2.1964111   0.39037527   0.10231441 
   16100   -954.48125    41.782288   -912.69896      1496.49    1681.2824    2.1982804    0.2173045   0.10116995 
   16200   -948.96689    44.881536   -904.08536    1607.4939   -2910.4046    2.1754649   0.13259315   0.13263137 
   16300   -951.77663    39.413416   -912.36322    1411.6456    39.381362    2.1911286   0.14450402   0.11867848 
   16400   -955.99001    41.796077   -914.19393    1496.9839   -2956.7404    2.1931325  0.018839565   0.10811253 
   16500   -953.64166    39.823114   -913.81855    1426.3195   -6.5740028    2.1936478  0.099212551   0.11067702 
   16600   -946.54655    41.239911   -905.30664     1477.064    1117.3171    2.1834471  0.061685989   0.10356445 
   16700   -951.77456    40.857203   -910.91736    1463.3568    3595.4225     2.201245   0.22974254  0.098408074 
   16800   -954.95695    40.736204   -914.22074    1459.0231   -1375.6691     2.191803  0.055560131   0.10640112 
   16900   -953.31871    38.896877   -914.42184    1393.1451   -5288.0997    2.1820847   0.03546713  0.096935605 
   17000   -949.99035    43.660407   -906.32995    1563.7575   -1352.6197    2.1802948   0.10910619   0.11251065 
   17100    -951.9018    40.778665   -911.12314    1460.5439    8135.1784    2.2121631   0.15428764   0.11326565 
   17200   -953.64733    39.297531    -914.3498    1407.4951    2129.3717    2.2022709   0.12987833   0.10928774 
   17300   -951.19122    37.612048   -913.57918    1347.1272   -4184.7504    2.1826916   0.13413478   0.13460824 
   17400   -945.89279    39.975447   -905.91735    1431.7755   -3188.8273    2.1709924   0.10214816   0.12588385 
   17500      -950.19    38.259581   -911.93042    1370.3195    5842.3863    2.2056575   0.25011215   0.11892409 
   17600   -955.10209    41.261471   -913.84062    1477.8363    5079.5336    2.2083685   0.23644804   0.10171204 
   17700   -953.75846    40.017404   -913.74106    1433.2783   -1583.8363    2.1894135  0.028571096  0.098065482 
   17800   -949.94909     40.39375   -909.55534    1446.7577   -6776.2218    2.1676709   0.12289988   0.10400724 
   17900   -948.60865    42.281559   -906.32709    1514.3721   -3528.5596    2.1722404  0.083425694   0.10665509 
   18000   -956.35453    43.243796   -913.11073     1548.836    7340.3172    2.2163214   0.21053313  0.088371003 
   18100   -955.81663     42.25988   -913.55675    1513.5956    9154.1499    2.2217456   0.18483102   0.09022322 
   18200   -952.98402    37.736465   -915.24755    1351.5833   -5231.0685    2.1811724  0.081492667   0.10279357 
   18300   -959.71422     36.58511   -923.12911     1310.346   -15194.522    2.1704607  0.018563603  0.093044256 
   18400   -952.75434    35.031471   -917.72286    1254.7002    -2795.837    2.1896361  0.021843073   0.10832181 
   18500   -956.27342    42.727398   -913.54602    1530.3405    8379.2285    2.2193372   0.14086124   0.10870858 
   18600   -953.99523    41.214069   -912.78117    1476.1385    4732.0899    2.2062473  0.085210032   0.11953287 
   18700   -954.89619    42.866891   -912.02929    1535.3366    -5742.688    2.1825084  0.041564488   0.10238464 
   18800   -958.43839    37.803019   -920.63537    1353.9671   -2156.9347    2.2005436   0.07829932  0.095145563 
   18900   -952.54583    36.176985   -916.36884    1295.7284    2063.8227    2.1988977   0.12317957  0.095092209 
   19000   -952.61317    39.604105   -913.00907    1418.4754     2606.238     2.198081  0.068881208  0.092263035 
   19100   -951.38001    38.596183   -912.78382    1382.3753    257.99396    2.1944927  0.021259061   0.10512413 
   19200   -959.23509    38.420119   -920.81497    1376.0693   -23.749289    2.2058925  0.060048811  0.078892735 
   19300   -954.45901    39.763914    -914.6951    1424.1992   -4501.8122    2.1885199  0.077502227  0.098860077 
   19400   -953.21837    40.404764   -912.81361    1447.1521   -937.44815    2.1901789   0.01433659   0.10324385 
   19500   -955.03777    38.167995   -916.86977    1367.0392     3540.122    2.2097735   0.08388832   0.10271802 
   19600    -955.1042    35.191518   -919.91268    1260.4325     5688.708    2.2170838  0.025686127   0.11629294 
   19700    -952.1045    39.291884   -912.81262    1407.2928   -3045.7756    2.1870424    0.1344342   0.11920653 
   19800   -951.39074    37.426264   -913.96447     1340.473   -8036.5597    2.1730204   0.16642524   0.10838278 
   19900   -959.05118    40.746932   -918.30425    1459.4073   -3193.0738     2.197274    0.2107773  0.097640203 
   20000   -957.48856    38.671237   -918.81732    1385.0635     13165.64    2.2365417   0.19088053  0.090907892 
   20100   -950.01777    37.896824   -912.12094    1357.3268    10973.361    2.2107862   0.56471686   0.10057976 
   20200   -952.27851    38.279965   -913.99855    1371.0495   -9311.8428    2.1726337  0.008766487  0.099024799 
   20300   -954.70441    38.703799   -916.00061    1386.2297   -11502.327    2.1724432  0.060295598   0.09709673 
   20400   -957.78478    34.976906   -922.80787    1252.7459    4455.8142    2.2198219  0.063518806   0.08871676 
   20500   -952.69117    38.240096   -914.45108    1369.6216    7273.0048    2.2124421   0.14025008  0.087925295 
   20600    -952.2302    38.798718   -913.43148    1389.6294    2580.7003    2.1989707    0.1817892   0.10141635 
   20700   -952.97135    38.796839   -914.17451    1389.5621   -4298.4283    2.1847403  0.089055705  0.091825219 
   20800   -956.86468    34.898708   -921.96598    1249.9452   -2873.0321    2.1990087  0.077896258   0.10490399 
   20900   -955.08388     38.45732   -916.62656    1377.4018    782.44547      2.20072  0.099991122   0.11284552 
   21000   -954.13273    40.905683   -913.22704    1465.0932     4412.332    2.2074317   0.14599296  0.093205096 
   21100   -954.05638    40.408061   -913.64832    1447.2702    1105.5214    2.1982946  0.067569417   0.10834889 
   21200   -960.71533    39.615573   -921.09976    1418.8862    -6508.707    2.1937373   0.34879625  0.086250709 
   21300   -954.13588    37.714591   -916.42129    1350.7999    -5677.575    2.1848597  0.073919168  0.085612154 
   21400   -951.92944    38.827071   -913.10237    1390.6449    5140.6046    2.2055369   0.17327066  0.092161781 
   21500   -951.95088    38.504934   -913.44594    1379.1071    11161.414    2.2224254   0.04004436  0.098489581 
   21600   -956.90348    35.992732   -920.91075    1289.1291    704.28441    2.2085718   0.14630459   0.08879604 
   21700   -952.35779    37.492206   -914.86559    1342.8349   -16626.061    2.1509982   0.10094893  0.095427917 
   21800   -950.91618    37.649767   -913.26641    1348.4781   -6178.1386    2.1745208   0.15414394   0.11793144 
   21900   -953.46475     40.58054   -912.88421    1453.4478    14226.305    2.2283515  0.018189904  0.096331623 
   22000   -960.37795    42.100194   -918.27776    1507.8763    7795.0407    2.2280946  0.022936236  0.095809144 
   22100   -954.95893    40.136533    -914.8224    1437.5451   -3865.7413     2.188969  0.023728542    0.1133131 
   22200   -951.92907     40.05439   -911.87468     1434.603   -7646.7842    2.1749988  0.014894115   0.10034894 
   22300    -952.7792    38.598558   -914.18064    1382.4604   -177.12857    2.1900958   0.12473698  0.097211074 
   22400   -955.05951    40.436488   -914.62302    1448.2883    4951.6607    2.2060681  0.016912418  0.084645541 
   22500   -948.75816    42.288696   -906.46946    1514.6277    1696.1761    2.1876873   0.46739779   0.10597586 
   22600   -953.66143    40.635554   -913.02588    1455.4182   -1087.6778    2.1892716   0.24652052  0.095136884 
   22700   -955.06793    41.278343   -913.78959    1478.4406   -6711.2762    2.1835035    4.7514395   0.10817037 
   22800   -944.95395    38.631424   -906.32253    1383.6375   -470.94852    2.1751221    5.5976107   0.13340038 
   22900   -953.91828    42.308601   -911.60968    1515.3407    959.88146    2.1992843    3.9462225   0.10855532 
   23000    -953.0899    39.242517   -913.84738    1405.5247     1686.494    2.1967347    4.1758412   0.13223596 
   23100   -951.21374    38.683726   -912.53002    1385.5108   -1800.8306    2.1838801    4.1674921    0.1364575 
   23200   -947.90069    42.904954   -904.99574    1536.6999   -2485.6771    2.1709281    3.8259492   0.13452988 
   23300   -953.15512    41.020077   -912.13505    1469.1904     3714.886    2.1998277    4.9694556   0.12195901 
   23400   -954.40849      41.1194   -913.28909    1472.7478    3340.9161     2.201521    4.7503366   0.11870164 
   23500   -950.26929    37.418687    -912.8506    1340.2017   -1790.0687    2.1829926    4.6288869   0.11522992 
   23600   -947.72784    41.316757   -906.41108    1479.8164   -4087.0311    2.1671983    4.2889361   0.12246939 
   23700   -948.26272    40.830317   -907.43241    1462.3939    2079.2138    2.1867386    12.626307   0.11955438 
   23800    -954.3081    42.154983   -912.15312    1509.8386    4209.1476    2.2055595     10.88836  0.093431056 
   23900   -953.48738    39.944586   -913.54279    1430.6702     2799.292    2.2006388    15.006247   0.10206586 
   24000    -955.3337    36.857872   -918.47582    1320.1153    -4928.054    2.1861199    14.676501   0.10041163 
   24100   -952.36458    35.831852   -916.53273     1283.367   -4370.5928    2.1839185    13.106523   0.10730593 
   24200   -952.85955     40.93055     -911.929    1465.9838    2640.5594    2.2006905    14.286004   0.11776526 
   24300   -954.04487    40.461319   -913.58355    1449.1777    7924.3075    2.2144141    14.224008  0.099988166 
   24400   -955.60932    38.318239   -917.29108    1372.4203    996.81321    2.1996355    14.730441   0.10150634 
   24500   -955.86774    35.201298   -920.66644    1260.7828    -7175.231    2.1825631    14.222404  0.097885945 
   24600   -951.27564    39.299684   -911.97596    1407.5722   -7230.1986    2.1736138    17.094486   0.10866652 
   24700   -953.95779    41.217518   -912.74028     1476.262     10064.55    2.2201433    18.125492  0.095998632 
   24800   -951.72856    38.594381   -913.13418    1382.3107    12600.573    2.2231943    15.279529  0.098523737 
